Title,Release Date,Language
Suvarna Sundari,1958,Hindi
Taxi 555,1958,Hindi
Taxi Stand,1958,Hindi
Ten O'Clock,1958,Hindi
Teerth Yatra,1958,Hindi
Teesri Gali,1958,Hindi
Trolley Driver,1958,Hindi
Virsa and the Magic Doll,1958,Hindi
Zimbo,1958,Hindi
Zindagi Ya Toofan,1958,Hindi
"1.
",1964,Hindi
"2.
",1964,Hindi
"3.
",1964,Hindi
"4.
",1964,Hindi
"5.
",1964,Hindi
"6.
",1964,Hindi
"7.
",1964,Hindi
"8.
",1964,Hindi
"9.
",1964,Hindi
"10.
",1964,Hindi
Aandhi Aur Toofan,1964,Hindi
Aao Pyaar Karen,1964,Hindi
Aap Ki Parchhaiyan,1964,Hindi
Aaya Toofan,1964,Hindi
Apne Huye Paraye,1964,Hindi
April Fool,1964,Hindi
Arab Ka Lal,1964,Hindi
Awara Badal,1964,Hindi
Ayee Milan Ki Bela,1964,Hindi
Badshah,1964,Hindi
Baghi,1964,Hindi
Baghi Shahzada,1964,Hindi
Beti Bete,1964,Hindi
Bhakta Dhruvakumar,1964,Hindi
Birju Ustad,1964,Hindi
Captain Azad,1964,Hindi
Cha Cha Cha,1964,Hindi
Chandi Ki Deewar,1964,Hindi
Char Dervesh,1964,Hindi
Daal Me Kala,1964,Hindi
Dara Singh,1964,Hindi
Dooj Ka Chaand,1964,Hindi
Door Gagan Ki Chhaon Mein,1964,Hindi
Door Ki Awaaz,1964,Hindi
Dulha Dulhan,1964,Hindi
Ek Din Ka Badshah,1964,Hindi
Ganga Ki Lahren,1964,Hindi
Geet Gaya Patharon Ne,1964,Hindi
Hamara Ghar,1964,Hindi
Hamara Rashtragan,1964,Hindi
Hameer Hath,1964,Hindi
Hercules,1964,Hindi
Jahan Ara,1964,Hindi
Jantar Mantar,1964,Hindi
Ji Chahta Hai,1964,Hindi
Kaise Kahoon,1964,Hindi
Kashmir Ki Kali,1964,Hindi
Khufia Mahal,1964,Hindi
Magic Carpet,1964,Hindi
Mahasati Anusuya,1964,Hindi
Mahasati Behula,1964,Hindi
Main Bhi Ladki Hoon,1964,Hindi
Main Suhagan Hoon,1964,Hindi
Mera Qasoor Kya Hai,1964,Hindi
Mr. X in Bombay,1964,Hindi
Phoolon Ki Sej,1964,Hindi
Picnic,1964,Hindi
Pooja Ke Phool,1964,Hindi
Punar Milan,1964,Hindi
Qawwali Ki Raat,1964,Hindi
Roop Sundari,1964,Hindi
Samson,1964,Hindi
Sangam,1964,Hindi
Sanjh Aur Savera,1964,Hindi
Sant Gyaneshwar,1964,Hindi
Sati Savitri,1964,Hindi
Subhadra Haran,1964,Hindi
Suhagan,1964,Hindi
Tarzan Aur Jalpari,1964,Hindi
Tere Dwaar Khada Bhagwan,1964,Hindi
Veer Bhimsen,1964,Hindi
Woh Kaun Thi?,1964,Hindi
Zindagi,1964,Hindi
Rank,1963,Hindi
"1.
",1963,Hindi
"2.
",1963,Hindi
"3.
",1963,Hindi
"4.
",1963,Hindi
"5.
",1963,Hindi
"6.
",1963,Hindi
"7.
",1963,Hindi
"8.
",1963,Hindi
"9.
",1963,Hindi
"10.
",1963,Hindi
Aaj Aur Kal,1963,Hindi
Akeli Mat Jaiyo,1963,Hindi
Awara Abdulla,1963,Hindi
Bahurani,1963,Hindi
Band Master,1963,Hindi
Been Ka Jadoo,1963,Hindi
Bin Badal Barsaat,1963,Hindi
Bluff Master,1963,Hindi
Captain Sheroo,1963,Hindi
Chandrasekhar Azad,1963,Hindi
Cobra Girl,1963,Hindi
Commercial Pilot Officer,1963,Hindi
Daanveer Karan,1963,Hindi
Deepak,1963,Hindi
Dekha Pyar Tumhara,1963,Hindi
Dev Kanya,1963,Hindi
Dil Ek Mandir,1963,Hindi
Dil Hi To Hai (1963 film),1963,Hindi
Ek Dil Sau Afsane,1963,Hindi
Ek Raaz,1963,Hindi
Ek Tha Alibaba,1963,Hindi
Gehra Daag,1963,Hindi
Ghar Basake Dekho,1963,Hindi
Harishchandra Taramati,1963,Hindi
Holiday in Bombay,1963,Hindi
The Householder,1963,Hindi
Jab Se Tumhe Dekha Hai,1963,Hindi
Jungle Boy,1963,Hindi
Junglee Raja,1963,Hindi
Kabli Khan,1963,Hindi
Kahin Pyaar Na Ho Jaaye,1963,Hindi
Kala Ghoda,1963,Hindi
Kala Jadoo,1963,Hindi
Kan Kan Men Bhagwan,1963,Hindi
Kaun Apna Kaun Paraya,1963,Hindi
Kinare Kinare,1963,Hindi
Laagi Nahi Chhute Ram,1963,Hindi
Mansube Machlidar,1963,Hindi
Maya Mahal,1963,Hindi
Mere Arman Mere Sapne,1963,Hindi
Mere Mehboob,1963,Hindi
Meri Surat Teri Ankhen,1963,Hindi
Mujhe Jeene Do,1963,Hindi
Mummy Daddy,1963,Hindi
Naag Mohini,1963,Hindi
Phir Wohi Dil Laya Hoon,1963,Hindi
Phool Bane Angaarey,1963,Hindi
Pyaar Kiya To Darna Kya,1963,Hindi
Pyar Ka Bandhan,1963,Hindi
Rocket Tarzan,1963,Hindi
Rustam Sohrab,1963,Hindi
Shehar Aur Sapna,1963,Hindi
Taj Mahal,1963,Hindi
Tarzan Aur Jadugar,1963,Hindi
Teen Ghaaranay,1963,Hindi
Tere Ghar Ke Samne,1963,Hindi
Ustad Alauddin Khan,1963,Hindi
Ustadon Ke Ustad,1963,Hindi
Yeh Dil Kisko Doon,1963,Hindi
Yeh Rastey Hain Pyar Ke,1963,Hindi
Zarak Khan,1963,Hindi
Rank,1961,Hindi
"1.
",1961,Hindi
"2.
",1961,Hindi
"3.
",1961,Hindi
"4.
",1961,Hindi
"5.
",1961,Hindi
"6.
",1961,Hindi
"7.
",1961,Hindi
"8.
",1961,Hindi
"9.
",1961,Hindi
"10.
",1961,Hindi
"11.
",1961,Hindi
"12.
",1961,Hindi
"13.
",1961,Hindi
"14.
",1961,Hindi
"15.
",1961,Hindi
Aas Ka Panchhi,1961,Hindi
Amar Rahe Yeh Pyar,1961,Hindi
Amrit Manthan,1961,Hindi
Aplam Chaplam,1961,Hindi
Arab Ka Sitara,1961,Hindi
Bada Aadmi,1961,Hindi
Bhabhi Ki Chudiyan,1961,Hindi
Boy Friend,1961,Hindi
Char Diwari,1961,Hindi
Chhatrapati Shivaji Maharaj,1961,Hindi
Chhote Nawab,1961,Hindi
Dark Street,1961,Hindi
Do Bhai,1961,Hindi
Flat No. 9,1961,Hindi
Gunga Jumna,1961,Hindi
Hamari Yaad Aayegi,1961,Hindi
Hum Dono,1961,Hindi
Hum Matwaale Naujawaan,1961,Hindi
Jab Pyar Kisise Hota Hai,1961,Hindi
Jadoo Nagri,1961,Hindi
Jai Bhawani,1961,Hindi
Jai Chittor,1961,Hindi
Kanch Ki Gudiya,1961,Hindi
Khiladi,1961,Hindi
Madan Manjri,1961,Hindi
Main Aur Mera Bhai,1961,Hindi
Matlabi Duniya,1961,Hindi
Maya,1961,Hindi
Mera Suhaag,1961,Hindi
Modern Girl,1961,Hindi
Mr. India,1961,Hindi
Oomar Qaid,1961,Hindi
Opera House,1961,Hindi
Pyaase Panchhi,1961,Hindi
Pyaar Ka Saagar,1961,Hindi
Pyaar Ki Dastan,1961,Hindi
Pyaar Ki Pyaas,1961,Hindi
Ram Lila,1961,Hindi
Razia Sultana,1961,Hindi
Reshmi Rumal,1961,Hindi
Roop Ki Rani Choron Ka Raja,1961,Hindi
Salaam Memsaab,1961,Hindi
Sampoorna Ramayana,1961,Hindi
Sapne Suhane,1961,Hindi
Sara Jahan Hamara,1961,Hindi
Sati Renuka,1961,Hindi
Shahi Farman,1961,Hindi
Shola Aur Shabnam,1961,Hindi
Shola Jo Bhadke,1961,Hindi
Suhag Sindoor,1961,Hindi
Teen Kanya: Tales of Three girls,1961,Hindi
Teen Ustad,1961,Hindi
Tel Malish Boot Polish,1961,Hindi
Wanted,1961,Hindi
Zalim Jadugar,1961,Hindi
Zamana Badal Gaya,1961,Hindi
Zindagi aur Khwab,1961,Hindi
Rank,1962,Hindi
"1.
",1962,Hindi
"2.
",1962,Hindi
"3.
",1962,Hindi
"4.
",1962,Hindi
"5.
",1962,Hindi
"6.
",1962,Hindi
"7.
",1962,Hindi
"8.
",1962,Hindi
"9.
",1962,Hindi
"10.
",1962,Hindi
"11.
",1962,Hindi
"12.
",1962,Hindi
"13.
",1962,Hindi
Aalha Udal,1962,Hindi
Aankh Michouli,1962,Hindi
Apna Banake Dekho,1962,Hindi
Baaje Ghungroo,1962,Hindi
Baat Ek Raat Ki,1962,Hindi
Baghdad Ki Raaten,1962,Hindi
Banarsi Thug,1962,Hindi
Banke Sanwaria,1962,Hindi
Bapu Ne Kaha Tha,1962,Hindi
Bees Saal Baad,1962,Hindi
Bombay Ka Chor,1962,Hindi
Bijli Chamke Jamna Paar,1962,Hindi
Burmah Road,1962,Hindi
China Town,1962,Hindi
Deccan Queen,1962,Hindi
Dil Tera Diwana,1962,Hindi
Dr. Vidya,1962,Hindi
Durga Pooja,1962,Hindi
Dilli Ka Dada,1962,Hindi
Ek Musafir Ek Hasina,1962,Hindi
Girls' Hostel,1962,Hindi
Gyara Hazar Ladkian,1962,Hindi
Half Ticket,1962,Hindi
Hame Bhi Jeene Do,1962,Hindi
Hamen Khelne Do,1962,Hindi
Hariyali Aur Rasta,1962,Hindi
Hawa Mahal,1962,Hindi
Hong Kong,1962,Hindi
Isi Ka Naam Duniya Hai,1962,Hindi
Jadoo Mahal,1962,Hindi
Jai Ho Mohabbat Ki,1962,Hindi
Jadugar Daku,1962,Hindi
Kala Chashma,1962,Hindi
Kala Samundar,1962,Hindi
King Kong,1962,Hindi
Maa Beta,1962,Hindi
Madam Zapatta,1962,Hindi
Madam Zorro,1962,Hindi
Main Chup Rahungi,1962,Hindi
Main Shadi Karne Chala,1962,Hindi
Mall Road,1962,Hindi
Maya Jaal,1962,Hindi
Mehndi Lagi Mere Hath,1962,Hindi
Meri Bahen,1962,Hindi
Naag Devta,1962,Hindi
Nakli Nawab,1962,Hindi
Naughty Boy,1962,Hindi
Neeli Aankhen,1962,Hindi
Private Secretary,1962,Hindi
Raaz Ki Baat,1962,Hindi
Raju Aur Gangaram,1962,Hindi
Rashtraveer Shivaji,1962,Hindi
Reporter Raju,1962,Hindi
Rocket Girl,1962,Hindi
Sachche Moti,1962,Hindi
Sahib Bibi Aur Ghulam,1962,Hindi
Sakhi Robin,1962,Hindi
Sangeet Samrat Tansen,1962,Hindi
Sautela Bhai,1962,Hindi
Sher Khan,1962,Hindi
Shiv Parvati,1962,Hindi
Shree Ganesh,1962,Hindi
Son of India,1962,Hindi
Soorat Aur Seerat,1962,Hindi
Tilasmi Duniya,1962,Hindi
Toofani Tarzan,1962,Hindi
Tower House,1962,Hindi
Vallah Kya Baat Hai,1962,Hindi
Zindagi Aur Hum,1962,Hindi
"1.
",1960,Hindi
"2.
",1960,Hindi
"3.
",1960,Hindi
"4.
",1960,Hindi
"5.
",1960,Hindi
"6.
",1960,Hindi
"7.
",1960,Hindi
"8.
",1960,Hindi
"9.
",1960,Hindi
"10.
",1960,Hindi
"11.
",1960,Hindi
"12.
",1960,Hindi
Aai Phirse Bahar,1960,Hindi
Alam Ara Ki Beti,1960,Hindi
Amar Prem,1960,Hindi
Apna Ghar,1960,Hindi
Apna Haath Jagannath,1960,Hindi
Bade Ghar Ki Bahu,1960,Hindi
Bahadur Lutera,1960,Hindi
Barsaat Ki Raat,1960,Hindi
Basant (1960 film),1960,Hindi
Bhakta Raj,1960,Hindi
Bhakti Mahima,1960,Hindi
Bindiya,1960,Hindi
Black Rider,1960,Hindi
Black Tiger,1960,Hindi
Bombai Ka Babu,1960,Hindi
Bombay Central,1960,Hindi
Captain India,1960,Hindi
Chand Mere Aja,1960,Hindi
Chaudhvin Ka Chand,1960,Hindi
College Girl,1960,Hindi
Delhi Junction,1960,Hindi
Dil Apna Aur Preet Parai,1960,Hindi
Dil Bhi Tera Hum Bhi Tere,1960,Hindi
Do Aadmi,1960,Hindi
Do Dost,1960,Hindi
Dr. Shaitan,1960,Hindi
Duniya Jhukti Hai,1960,Hindi
Eid Mubarak,1960,Hindi
Ek Ke Baad Ek,1960,Hindi
Ek Phool Char Kante,1960,Hindi
Ghar Ki Laaj,1960,Hindi
Girl Friend,1960,Hindi
Hanuman Pathal Vijayam,1960,Hindi
Honeymoon,1960,Hindi
Hum Hindustani,1960,Hindi
Jaali Note,1960,Hindi
Jis Desh Mein Ganga Behti Hai,1960,Hindi
Jo Huwa So Bhool Ja,1960,Hindi
Kala Aadmi,1960,Hindi
Kala Bazar,1960,Hindi
Lady Of The Lake,1960,Hindi
Lal Quila,1960,Hindi
Love in Simla,1960,Hindi
Maa Baap,1960,Hindi
Maya Machhendra,1960,Hindi
Mehlon Ke Khwab,1960,Hindi
Mera Ghar Mere Bachche,1960,Hindi
Miss Goodnight,1960,Hindi
Mitti Mein Sona,1960,Hindi
Miyan Biwi Razi,1960,Hindi
Mohabbat Ki Jeet,1960,Hindi
Mud Mud Ke Na Dekh,1960,Hindi
Nache Nagin Baje Been,1960,Hindi
Nai Maa,1960,Hindi
Phool Aur Kaliyan,1960,Hindi
Police Detective,1960,Hindi
Rangeela Raja,1960,Hindi
Return of Mr. Superman,1960,Hindi
Road No. 303,1960,Hindi
Saranga,1960,Hindi
Shriman Satyawadi,1960,Hindi
Superman,1960,Hindi
Teer Aur Talwar,1960,Hindi
Trunk Call,1960,Hindi
Tu Nahin Aur Sahi,1960,Hindi
Usne Kaha Tha,1960,Hindi
Veer Durgadas,1960,Hindi
Veer Purush,1960,Hindi
Zalim Tera Jawab Nahin,1960,Hindi
Zameen Ke Tare,1960,Hindi
Zimbo Comes To Town,1960,Hindi
Rank,1959,Hindi
"1.
",1959,Hindi
"2.
",1959,Hindi
"3.
",1959,Hindi
"4.
",1959,Hindi
"5.
",1959,Hindi
"6.
",1959,Hindi
"7.
",1959,Hindi
"8.
",1959,Hindi
"9.
",1959,Hindi
"10.
",1959,Hindi
Amar Shaheed,1959,Hindi
Baap Bete,1959,Hindi
Bank Manager,1959,Hindi
Bedard Zamana Kya Jaane,1959,Hindi
Bhagwan Aur Shaitaan,1959,Hindi
Bhai Bahen,1959,Hindi
Black Cat,1959,Hindi
Bus Conductor,1959,Hindi
C. I. D. Girl,1959,Hindi
Chacha Zindabad,1959,Hindi
Char Dil Char Rahen,1959,Hindi
Charnon Ki Dasi,1959,Hindi
Chhoti Bahen,1959,Hindi
Chini Jadugar,1959,Hindi
Chirag Kahan Roshni Kahan,1959,Hindi
Circus Queen,1959,Hindi
Deep Jalta Rahe,1959,Hindi
Dhool Ka Phool,1959,Hindi
Dil Deke Dekho,1959,Hindi
Do Behnen,1959,Hindi
Do Gunde,1959,Hindi
Do Ustad,1959,Hindi
Dr. Z,1959,Hindi
Duniya Na Mane,1959,Hindi
Ek Armaan Mera,1959,Hindi
Fashionable Wife,1959,Hindi
Forty Days,1959,Hindi
Ghar Ghar Ki Baat,1959,Hindi
Gokul Ka Chor,1959,Hindi
Goonj Uthi Shehnai,1959,Hindi
Guest House,1959,Hindi
Heera Moti,1959,Hindi
Hero No.1,1959,Hindi
Hum Bhi Insaan Hain,1959,Hindi
Insan Jaag Utha,1959,Hindi
Jaal Saaz,1959,Hindi
Jagga Daku,1959,Hindi
Jawani Ki Hawa,1959,Hindi
Jungle King,1959,Hindi
Kaagaz Ke Phool,1959,Hindi
Kal Hamara Hai,1959,Hindi
Kali Topi Lal Rumal,1959,Hindi
Kavi Kalidas,1959,Hindi
Keechak Vadha,1959,Hindi
Khoobsurat Dhokha,1959,Hindi
Kya Ye Bombay Hai,1959,Hindi
Lady Robinhood,1959,Hindi
Love Marriage,1959,Hindi
Maa Ke Aansoo,1959,Hindi
Madam XYZ,1959,Hindi
Madhu,1959,Hindi
Main Nashe Mein Hoon,1959,Hindi
Maine Jeena Seekh Liya,1959,Hindi
Mr. John,1959,Hindi
Naach Ghar,1959,Hindi
Nai Raahen,1959,Hindi
Naya Sansar,1959,Hindi
O Tera Kya Kahna,1959,Hindi
Pehli Raat,1959,Hindi
Pyar Ki Rahen,1959,Hindi
Qaidi No. 911,1959,Hindi
Raat Ke Rahi,1959,Hindi
Samrat Prithviraj Chauhan,1959,Hindi
Sati Vaishalini,1959,Hindi
Satta Bazaar,1959,Hindi
School Master,1959,Hindi
Swarg Se Sundar Desh Hamara,1959,Hindi
Tipu Sultan,1959,Hindi
Zara Bachke,1959,Hindi
"1.
",1966,Hindi
"2.
",1966,Hindi
"3.
",1966,Hindi
"4.
",1966,Hindi
"5.
",1966,Hindi
"6.
",1966,Hindi
"7.
",1966,Hindi
"8.
",1966,Hindi
"9.
",1966,Hindi
"10.
",1966,Hindi
Aakhri Khat,1966,Hindi
Aaye Din Bahar Ke,1966,Hindi
Afsana,1966,Hindi
Alibaba Aur 40 Chor,1966,Hindi
Bahadur Daku,1966,Hindi
Baharen Phir Bhi Aayengi,1966,Hindi
Bandar Mera Sathi,1966,Hindi
Biwi Aur Makan,1966,Hindi
Chale Hain Sasural,1966,Hindi
Chhota Bhai,1966,Hindi
Daadi Maa,1966,Hindi
Daku Mangal Singh,1966,Hindi
Dil Diya Dard Liya,1966,Hindi
Dil Ne Phir Yaad Kiya,1966,Hindi
Dus Lakh,1966,Hindi
Do Badan,1966,Hindi
Do Dilon Ki Dastaan,1966,Hindi
Hum Kahan Ja Rahe Hain,1966,Hindi
Husn Aur Ishq,1966,Hindi
Husn Ka Ghulam,1966,Hindi
Insaaf,1966,Hindi
Jawan Mard,1966,Hindi
Johar in Kashmir,1966,Hindi
Laadla,1966,Hindi
Lal Bangla,1966,Hindi
Ladka Ladki,1966,Hindi
Ladki Sahyadri Ki,1966,Hindi
Love in Tokyo,1966,Hindi
Love and Murder,1966,Hindi
Mamta,1966,Hindi
Mera Saaya,1966,Hindi
Mere Lal,1966,Hindi
Mohabbat Zindagi Hai,1966,Hindi
Nai Umar Ki Nai Fasal,1966,Hindi
Neend Hamari Khwab Tumhare,1966,Hindi
Pati Patni,1966,Hindi
Phool Aur Patthar,1966,Hindi
Pinjre Ke Panchhi,1966,Hindi
Preet Na Jane Reet,1966,Hindi
Pyar Kiye Jaa,1966,Hindi
Pyar Mohabbat,1966,Hindi
Saaz Aur Awaaz,1966,Hindi
Sau Saal Baad,1966,Hindi
Sawan Ki Ghata,1966,Hindi
Shankar Khan,1966,Hindi
Shera Daku,1966,Hindi
Spy In Goa,1966,Hindi
Sunhera Jaal,1966,Hindi
Tarzan Aur Jadui Chirag,1966,Hindi
Teesri Kasam,1966,Hindi
Teesri Manzil,1966,Hindi
Thakur Jarnail Singh,1966,Hindi
Toofan Mein Pyaar Kahan,1966,Hindi
Uski Kahani,1966,Hindi
Yatrik,1966,Hindi
Yeh Raat Phir Na Aayegi,1966,Hindi
Yeh Zindagi Kitni Haseen Hai,1966,Hindi
Zimbo Ka Beta,1966,Hindi
Aadhi Raat Ke Baad,1965,Hindi
Aasman Mahal,1965,Hindi
Arzoo,1965,Hindi
Bahu Beti,1965,Hindi
Bharat Katha,1965,Hindi
Bharat Milaap,1965,Hindi
Bheegi Raat,1965,Hindi
Bhoot Bungla,1965,Hindi
Bombay Race Course,1965,Hindi
Chand Aur Suraj,1965,Hindi
Chhoti Chhoti Baten,1965,Hindi
Dak Ghar,1965,Hindi
Do Dil,1965,Hindi
Ek Saal Pehle,1965,Hindi
Ek Sapera Ek Lutera,1965,Hindi
Faraar,1965,Hindi
Fear,1965,Hindi
A Great Day,1965,Hindi
Himalay Ki God Mein,1965,Hindi
Hum Diwane,1965,Hindi
Hum Sab Ustad Hain,1965,Hindi
Jab Jab Phool Khile,1965,Hindi
Jadui Angoothi,1965,Hindi
Jahan Sati Wahan Bhagwan,1965,Hindi
Janam Janam Ke Saathi,1965,Hindi
Johar-Mehmood in Goa,1965,Hindi
Lutera,1965,Hindi
Main Hoon Aladdin,1965,Hindi
Main Hoon Jadugar,1965,Hindi
Mere Sanam,1965,Hindi
Mujrim Kaun Khooni Kaun,1965,Hindi
Mohabbat Isko Kehte Hain,1965,Hindi
Namaste Ji,1965,Hindi
Naya Kanoon,1965,Hindi
Neela Aakash,1965,Hindi
Noor Mahal,1965,Hindi
Oonche Log,1965,Hindi
Poonam Ki Raat,1965,Hindi
Rishte Naate,1965,Hindi
Saat Samundar Paar,1965,Hindi
Sangram,1965,Hindi
Sati Nari,1965,Hindi
Shakespeare Wallah,1965,Hindi
Shankar Seeta Anusuya,1965,Hindi
Sher Dil,1965,Hindi
Shree Ram Bharat Milap,1965,Hindi
Shreeman Funtoosh,1965,Hindi
Sikandar E Azam,1965,Hindi
Sindbad Alibaba and Aladdin,1965,Hindi
Tarzan and King Kong,1965,Hindi
Teen Devian,1965,Hindi
Teen Sardar,1965,Hindi
Teesra Kaun,1965,Hindi
Zindagi Aur Maut,1965,Hindi
"1.
",1967,Hindi
"2.
",1967,Hindi
"3.
",1967,Hindi
"4.
",1967,Hindi
"5.
",1967,Hindi
"6.
",1967,Hindi
"7.
",1967,Hindi
"8.
",1967,Hindi
"9.
",1967,Hindi
"10.
",1967,Hindi
"11.
",1967,Hindi
"12.
",1967,Hindi
"13.
",1967,Hindi
"14.
",1967,Hindi
"15.
",1967,Hindi
6.40 PM,1967,Hindi
Aamne Samne,1967,Hindi
An Evening in Paris,1967,Hindi
Around the World,1967,Hindi
Aurat,1967,Hindi
Badrinath Yatra,1967,Hindi
Baghdad Ki Raatein,1967,Hindi
Baharon Ke Sapne,1967,Hindi
Bahu Begum,1967,Hindi
Bhakta Prahlada,1967,Hindi
Boond Jo Ban Gayee Moti,1967,Hindi
C.I.D. 909,1967,Hindi
Chand Par Chadayee,1967,Hindi
Chandan Ka Palna,1967,Hindi
Chhaila Babu,1967,Hindi
Chhoti Si Mulaqat,1967,Hindi
Dharti Ki Pukar,1967,Hindi
Dil Ne Pukara,1967,Hindi
Dilruba,1967,Hindi
Diwana,1967,Hindi
Do Dushman,1967,Hindi
Dulhan Ek Raat Ki,1967,Hindi
Duniya Nachegi,1967,Hindi
Gautama the Buddha,1967,Hindi
Ghar Ka Chiraag,1967,Hindi
Gunahon Ka Devta,1967,Hindi
Hamare Gam Se Mat Khelo,1967,Hindi
Hare Kanch Ki Chooriyan,1967,Hindi
Hatey Bazarey,1967,Hindi
Hum Do Daku,1967,Hindi
Jaal,1967,Hindi
Jab Yaad Kisi Ki Aati Hai,1967,Hindi
Jewel Thief,1967,Hindi
Johar in Bombay,1967,Hindi
Lamboo in Hong Kong,1967,Hindi
Latt Saheb,1967,Hindi
Majhli Didi,1967,Hindi
Maya Sundari,1967,Hindi
Mera Bhai Mera Dushman,1967,Hindi
Mera Munna,1967,Hindi
Milan,1967,Hindi
Milan Ki Raat,1967,Hindi
Nai Roshni,1967,Hindi
Nawab Siraz-ud-Daula,1967,Hindi
Naya Raasta,1967,Hindi
Night in London,1967,Hindi
Noor Jehan,1967,Hindi
Parivar,1967,Hindi
Patthar Ke Sanam,1967,Hindi
Raat Aur Din,1967,Hindi
Ram Aur Shyam,1967,Hindi
Ram Rajya,1967,Hindi
Sardar,1967,Hindi
Taqdeer,1967,Hindi
Wahan Ke Log,1967,Hindi
Woh Koi Aur Hoga,1967,Hindi
"1.
",1968,Hindi
"2.
",1968,Hindi
"3.
",1968,Hindi
"4.
",1968,Hindi
"5.
",1968,Hindi
"6.
",1968,Hindi
"7.
",1968,Hindi
"8.
",1968,Hindi
"9.
",1968,Hindi
"10.
",1968,Hindi
"11.
",1968,Hindi
"12.
",1968,Hindi
"13.
",1968,Hindi
"14.
",1968,Hindi
"15.
",1968,Hindi
"16.
",1968,Hindi
"17.
",1968,Hindi
"18.
",1968,Hindi
"19.
",1968,Hindi
"20.
",1968,Hindi
Aa Jaa Sanam,1968,Hindi
Aabroo,1968,Hindi
Aadmi,1968,Hindi
Aanchal Ke Phool,1968,Hindi
Anokhi Raat,1968,Hindi
Apna Ghar Apni Kahani,1968,Hindi
Aulad,1968,Hindi
Baazi,1968,Hindi
Baharon Ki Manzil,1968,Hindi
Balram Shri Krishna,1968,Hindi
Bambai Raat Ki Bahon Mein,1968,Hindi
Brahmachari,1968,Hindi
CID Agent 302,1968,Hindi
Dil Aur Mohabbat,1968,Hindi
Do Dooni Char,1968,Hindi
Do Kaliyaan,1968,Hindi
Ek Kali Muskai,1968,Hindi
Ek Phool Ek Bhool,1968,Hindi
Ek Raat,1968,Hindi
Fareb,1968,Hindi
Farishta,1968,Hindi
Golden Eyes Secret Agent 077,1968,Hindi
Har Har Gange,1968,Hindi
Haseena Maan Jayegi,1968,Hindi
Haye Mera Dil,1968,Hindi
Izzat,1968,Hindi
Jawab Aayega,1968,Hindi
Jhuk Gaya Aasman,1968,Hindi
Jung Aur Aman,1968,Hindi
Kahin Aur Chal,1968,Hindi
Kahin Din Kahin Raat,1968,Hindi
Khiladi,1968,Hindi
Lady Killer,1968,Hindi
Lahoo Pukarega,1968,Hindi
London Express,1968,Hindi
Lutera Aur Jadugar,1968,Hindi
"Mahatma: Life of Gandhi, 1869–1948",1968,Hindi
Man Ka Meet,1968,Hindi
Mata Mahakali,1968,Hindi
Mere Hamdam Mere Dost,1968,Hindi
Mere Huzoor,1968,Hindi
Nadir Shah,1968,Hindi
Neel Kamal,1968,Hindi
Parivar,1968,Hindi
Payal Ki Jhankar,1968,Hindi
Professor and Jadugar,1968,Hindi
Raaste Aur Manzil,1968,Hindi
Raja Aur Runk,1968,Hindi
Roop Rupaiya,1968,Hindi
Sadhu Aur Shaitaan,1968,Hindi
Sankat Mein Swasthya Aur Safai,1968,Hindi
Sapno Ka Saudagar,1968,Hindi
Shikar,1968,Hindi
Spy in Rome,1968,Hindi
Suhaag Raat,1968,Hindi
Tarzan In Fairyland,1968,Hindi
Tatar Ki Hasina,1968,Hindi
Teen Bahuraniyan,1968,Hindi
Teri Talash Mein,1968,Hindi
Watan Se Door,1968,Hindi
"1.
",1969,Hindi
"2.
",1969,Hindi
"3.
",1969,Hindi
"4.
",1969,Hindi
"5.
",1969,Hindi
"6.
",1969,Hindi
"7.
",1969,Hindi
"8.
",1969,Hindi
"9.
",1969,Hindi
"10.
",1969,Hindi
"11.
",1969,Hindi
"12.
",1969,Hindi
"13.
",1969,Hindi
"14.
",1969,Hindi
"15.
",1969,Hindi
"16.
",1969,Hindi
"17.
",1969,Hindi
"18.
",1969,Hindi
"19.
",1969,Hindi
"20.
",1969,Hindi
Aadmi Aur Insaan,1969,Hindi
Aansoo Ban Gaye Phool,1969,Hindi
Anjaan Hai Koi,1969,Hindi
Anmol Moti,1969,Hindi
Apna Khoon Apna Dushman,1969,Hindi
Aya Sawan Jhoom Ke,1969,Hindi
Badi Didi,1969,Hindi
Bandhan,1969,Hindi
Bhai Bahen,1969,Hindi
Bhuvan Shome,1969,Hindi
Chanda Aur Bijli,1969,Hindi
Dharti Kahe Pukarke,1969,Hindi
Do Bhai,1969,Hindi
Do Raaste,1969,Hindi
Ek Phool Do Mali,1969,Hindi
Ek Shrimaan Ek Shrimati,1969,Hindi
Gustakhi Maaf,1969,Hindi
Hum Ek Hain,1969,Hindi
Insaaf Ka Mandir,1969,Hindi
Jaal Saz,1969,Hindi
Jahan Pyar Miley,1969,Hindi
Jeene Ki Raah,1969,Hindi
Jigri Dost,1969,Hindi
Madhavi,1969,Hindi
Mera Dost,1969,Hindi
Mera Yaar Mera Dushman,1969,Hindi
Meri Bhabhi,1969,Hindi
Mr. Murder,1969,Hindi
Mujhe Seene Se Laga Lo,1969,Hindi
Munna,1969,Hindi
Nanha Farishta,1969,Hindi
Oos Raat Ke Baad,1969,Hindi
Paisa Ya Pyaar,1969,Hindi
Patthar Ke Khwab,1969,Hindi
Priya,1969,Hindi
Pyaasi Sham,1969,Hindi
